Transaction ID,Amount ($),Time (Seconds Since Last Transaction),Location,Transaction Type,Device Used,Fraud
TXN08647,1413,1869,Canada,Online Purchase,ATM Machine,0
TXN08648,1436,1439,India,Online Purchase,Mobile,0
TXN08649,8865,1353,Germany,ATM Withdrawal,Desktop,0
TXN08650,5878,45,UK,ATM Withdrawal,ATM Machine,0
TXN08651,20,4911,India,Bank Transfer,ATM Machine,0
TXN08652,6340,2381,UK,Online Purchase,Desktop,0
TXN08653,9240,4561,China,Wire Transfer,Desktop,0
TXN08654,2835,200,India,Bank Transfer,Laptop,0
TXN08655,7474,4425,USA,Wire Transfer,Mobile,0
TXN08656,3013,2288,Canada,Online Purchase,Mobile,0
TXN08657,9277,4894,China,Wire Transfer,Laptop,0
TXN08658,7205,4798,China,Wire Transfer,Mobile,0
TXN08659,6730,2631,UK,Bank Transfer,Mobile,0
TXN08660,3098,2769,Germany,Online Purchase,ATM Machine,0
TXN08661,1799,2408,Canada,Bank Transfer,Desktop,0
TXN08662,3046,3792,USA,Online Purchase,Laptop,0
TXN08663,7387,3294,USA,ATM Withdrawal,Desktop,0
TXN08664,7608,2847,UK,Bank Transfer,Mobile,0
TXN08665,4848,3312,UK,Online Purchase,Mobile,0
TXN08666,5882,2552,China,ATM Withdrawal,Laptop,0
TXN08667,3663,1438,UK,ATM Withdrawal,Desktop,0
TXN08668,4309,127,Germany,ATM Withdrawal,ATM Machine,0
TXN08669,9278,1621,China,Bank Transfer,Desktop,0
TXN08670,983,3320,China,ATM Withdrawal,Desktop,0
TXN08671,7093,482,China,Online Purchase,Laptop,0
TXN08672,5504,4379,USA,Bank Transfer,ATM Machine,0
TXN08673,9501,2122,Canada,Wire Transfer,Desktop,0
TXN08674,3416,3136,Canada,ATM Withdrawal,Desktop,0
TXN08675,5160,2821,USA,Bank Transfer,Mobile,0
TXN08676,9360,2372,China,Wire Transfer,Mobile,0
TXN08677,3139,239,Germany,Bank Transfer,ATM Machine,0
TXN08678,114,1421,India,ATM Withdrawal,Desktop,0
TXN08679,7443,341,China,ATM Withdrawal,Desktop,0
TXN08680,7699,3351,UK,Wire Transfer,Mobile,0
TXN08681,3577,2994,Canada,Online Purchase,ATM Machine,0
TXN08682,4358,4988,India,ATM Withdrawal,Laptop,0
TXN08683,4400,1487,USA,Wire Transfer,Mobile,1
TXN08684,6821,4558,USA,ATM Withdrawal,Desktop,0
TXN08685,1191,4076,India,Online Purchase,Laptop,0
TXN08686,4654,4894,Canada,Wire Transfer,Desktop,0
TXN08687,5883,733,Canada,Online Purchase,Desktop,0
TXN08688,4404,3479,UK,ATM Withdrawal,Desktop,0
TXN08689,3544,162,USA,Wire Transfer,ATM Machine,0
TXN08690,5854,2496,USA,Bank Transfer,Laptop,0
TXN08691,5949,132,China,Online Purchase,Desktop,0
TXN08692,6485,1858,Germany,ATM Withdrawal,ATM Machine,0
TXN08693,1784,1243,UK,ATM Withdrawal,Laptop,0
TXN08694,8293,3489,China,Online Purchase,Mobile,0
TXN08695,456,672,Germany,Wire Transfer,ATM Machine,0
TXN08696,118,505,USA,Bank Transfer,Laptop,0
TXN08697,3249,2157,Germany,ATM Withdrawal,Desktop,0
TXN08698,5941,1262,USA,Online Purchase,Desktop,0
TXN08699,4063,293,Canada,Online Purchase,ATM Machine,0
TXN08700,4547,3651,China,Bank Transfer,Mobile,0
TXN08701,6371,4924,USA,Bank Transfer,ATM Machine,0
TXN08702,1255,4283,Germany,ATM Withdrawal,Mobile,0
TXN08703,2730,1060,China,Bank Transfer,Mobile,0
TXN08704,8479,2304,Germany,Online Purchase,ATM Machine,0
TXN08705,7751,2796,Germany,Wire Transfer,ATM Machine,0
TXN08706,5115,1202,India,Wire Transfer,ATM Machine,0
TXN08707,2932,3314,USA,Online Purchase,Laptop,0
TXN08708,2523,2089,USA,Online Purchase,Laptop,0
TXN08709,9040,3429,Germany,Online Purchase,ATM Machine,0
TXN08710,2811,2161,Canada,ATM Withdrawal,Laptop,0
TXN08711,6991,4950,USA,Online Purchase,Laptop,0
TXN08712,8231,719,UK,Bank Transfer,Mobile,0
TXN08713,6512,1847,Canada,Online Purchase,Desktop,0
TXN08714,6048,878,Canada,Online Purchase,Desktop,0
TXN08715,6239,3268,Canada,ATM Withdrawal,Laptop,0
TXN08716,9459,4498,USA,Online Purchase,Mobile,0
TXN08717,374,64,Canada,Bank Transfer,ATM Machine,0
TXN08718,1810,2700,Canada,Bank Transfer,Mobile,0
TXN08719,5968,2934,China,Bank Transfer,Mobile,0
TXN08720,9106,373,USA,Online Purchase,Desktop,0
TXN08721,7446,4028,Canada,ATM Withdrawal,ATM Machine,0
TXN08722,4803,306,UK,ATM Withdrawal,Desktop,0
TXN08723,8170,2515,Canada,ATM Withdrawal,Laptop,0
TXN08724,189,932,Germany,Bank Transfer,Desktop,0
TXN08725,3883,1991,USA,ATM Withdrawal,Mobile,0
TXN08726,3970,3657,China,Online Purchase,ATM Machine,0
TXN08727,1196,1416,UK,Online Purchase,ATM Machine,0
TXN08728,783,362,India,Wire Transfer,ATM Machine,1
TXN08729,4470,2769,Germany,Bank Transfer,Desktop,0
TXN08730,362,716,Germany,Wire Transfer,Desktop,0
TXN08731,6953,1646,Germany,Wire Transfer,Desktop,0
TXN08732,5212,543,UK,Bank Transfer,Laptop,0
TXN08733,5354,1548,USA,Bank Transfer,Desktop,0
TXN08734,4517,2242,USA,Wire Transfer,Laptop,0
TXN08735,4840,652,Canada,Online Purchase,Desktop,0
TXN08736,127,1051,Canada,Wire Transfer,Laptop,1
TXN08737,491,4743,USA,Bank Transfer,Mobile,0
TXN08738,4297,1853,Canada,Online Purchase,Mobile,0
TXN08739,6812,3002,USA,Wire Transfer,ATM Machine,0
TXN08740,8308,3085,Germany,Wire Transfer,Mobile,0
TXN08741,4487,2097,India,Wire Transfer,ATM Machine,0
TXN08742,6543,803,Germany,Bank Transfer,Laptop,0
TXN08743,253,2655,Canada,Wire Transfer,ATM Machine,0
TXN08744,7022,1681,India,Bank Transfer,Mobile,0
TXN08745,875,1608,India,Online Purchase,Laptop,0
TXN08746,9763,3523,USA,ATM Withdrawal,ATM Machine,0
TXN08747,5339,2058,China,Online Purchase,Laptop,0
TXN08748,613,2722,UK,Wire Transfer,Laptop,0
TXN08749,5766,4822,China,Bank Transfer,Mobile,0
TXN08750,4028,2564,India,Wire Transfer,Laptop,0
TXN08751,5202,3613,China,Online Purchase,Desktop,0
TXN08752,2025,203,Canada,ATM Withdrawal,Mobile,0
TXN08753,9860,942,India,ATM Withdrawal,ATM Machine,0
TXN08754,3390,589,Germany,Bank Transfer,Desktop,0
TXN08755,3780,571,Canada,Online Purchase,Mobile,0
TXN08756,5839,3005,Germany,Online Purchase,Laptop,0
TXN08757,1623,196,Canada,Bank Transfer,ATM Machine,0
TXN08758,1889,1346,USA,Bank Transfer,Laptop,0
TXN08759,5382,418,Canada,Bank Transfer,Laptop,0
TXN08760,4118,1643,UK,Wire Transfer,ATM Machine,0
TXN08761,9301,1366,Germany,Wire Transfer,ATM Machine,0
TXN08762,9276,9,Canada,Bank Transfer,Mobile,0
TXN08763,8988,532,UK,Bank Transfer,Mobile,0
TXN08764,158,4245,USA,ATM Withdrawal,Laptop,0
TXN08765,1764,1553,Canada,ATM Withdrawal,Mobile,0
TXN08766,7388,1036,UK,Wire Transfer,Desktop,0
TXN08767,6691,4572,Canada,ATM Withdrawal,ATM Machine,0
TXN08768,3766,1618,Germany,Bank Transfer,Laptop,0
TXN08769,9381,3717,Germany,Online Purchase,Desktop,1
TXN08770,9126,1077,China,Bank Transfer,Desktop,0
TXN08771,5402,4302,China,ATM Withdrawal,ATM Machine,0
TXN08772,9805,4016,Canada,Wire Transfer,Mobile,0
TXN08773,3062,2963,China,Bank Transfer,Desktop,0
TXN08774,5702,4841,Canada,Bank Transfer,Laptop,0
TXN08775,4228,913,Canada,ATM Withdrawal,Desktop,0
TXN08776,4813,4150,UK,Online Purchase,ATM Machine,0
TXN08777,2387,4071,Germany,Bank Transfer,Mobile,0
TXN08778,5096,3562,USA,Wire Transfer,Mobile,0
TXN08779,3192,344,India,Wire Transfer,Laptop,0
TXN08780,3170,1193,Germany,Online Purchase,Laptop,0
TXN08781,6586,1933,China,ATM Withdrawal,Laptop,0
TXN08782,8913,703,Canada,Online Purchase,Laptop,0
TXN08783,2596,1899,China,Wire Transfer,Laptop,0
TXN08784,2658,3594,UK,Bank Transfer,Desktop,0
TXN08785,7323,199,China,Wire Transfer,Desktop,0
TXN08786,1727,3233,UK,Online Purchase,ATM Machine,0
TXN08787,5318,2823,USA,Wire Transfer,Mobile,0
TXN08788,7417,4485,Canada,ATM Withdrawal,Desktop,0
TXN08789,880,474,China,Online Purchase,Laptop,0
TXN08790,3584,4861,UK,Wire Transfer,ATM Machine,0
TXN08791,5837,1655,China,Bank Transfer,Laptop,0
TXN08792,7996,592,UK,Bank Transfer,Mobile,0
TXN08793,8472,1849,Canada,Online Purchase,Laptop,0
TXN08794,9745,3042,Canada,Bank Transfer,ATM Machine,0
TXN08795,8751,168,Germany,Online Purchase,ATM Machine,0
TXN08796,5779,4380,UK,Bank Transfer,ATM Machine,0
TXN08797,5743,3271,India,Wire Transfer,Mobile,0
TXN08798,9914,4008,USA,Bank Transfer,Desktop,0
TXN08799,3250,4011,Germany,Wire Transfer,Desktop,0
TXN08800,9564,4987,USA,Online Purchase,ATM Machine,0
TXN08801,4903,3849,Germany,Bank Transfer,Desktop,0
TXN08802,9486,2182,China,ATM Withdrawal,Mobile,0
TXN08803,896,1655,UK,ATM Withdrawal,Laptop,0
TXN08804,5864,4218,China,ATM Withdrawal,Mobile,0
TXN08805,5328,833,USA,Bank Transfer,Desktop,0
TXN08806,2268,1022,Canada,Wire Transfer,Mobile,0
TXN08807,4392,1994,USA,Online Purchase,Laptop,0
TXN08808,1795,3493,Germany,Bank Transfer,Mobile,0
TXN08809,7737,895,USA,Online Purchase,Desktop,0
TXN08810,305,1516,UK,Online Purchase,Laptop,0
TXN08811,2607,3671,USA,Bank Transfer,Desktop,0
TXN08812,690,289,China,Wire Transfer,Laptop,0
TXN08813,4900,1077,Canada,ATM Withdrawal,ATM Machine,0
TXN08814,4308,1372,UK,Online Purchase,Laptop,0
TXN08815,334,1075,USA,Online Purchase,Desktop,0
TXN08816,7962,4935,India,Bank Transfer,ATM Machine,0
TXN08817,996,2960,India,Online Purchase,ATM Machine,0
TXN08818,3128,40,Canada,Bank Transfer,Desktop,0
TXN08819,770,4275,China,Online Purchase,Desktop,0
TXN08820,7768,3623,Germany,Wire Transfer,Mobile,0
TXN08821,9238,183,Germany,Wire Transfer,Desktop,0
TXN08822,916,1760,Canada,ATM Withdrawal,Laptop,0
TXN08823,5509,1770,USA,ATM Withdrawal,ATM Machine,0
TXN08824,374,4801,UK,Wire Transfer,Mobile,0
TXN08825,7779,497,Canada,ATM Withdrawal,Mobile,0
TXN08826,3423,597,Germany,ATM Withdrawal,Mobile,0
TXN08827,8037,2509,India,ATM Withdrawal,ATM Machine,0
TXN08828,7949,3827,Germany,Wire Transfer,Mobile,0
TXN08829,9271,4570,India,ATM Withdrawal,ATM Machine,0
TXN08830,3091,685,Germany,Bank Transfer,ATM Machine,0
TXN08831,5458,319,China,ATM Withdrawal,Mobile,0
TXN08832,3268,3627,Canada,Bank Transfer,ATM Machine,0
TXN08833,2117,1436,UK,ATM Withdrawal,Mobile,0
TXN08834,7938,2404,Canada,Bank Transfer,Desktop,0
TXN08835,2943,2665,USA,ATM Withdrawal,Laptop,0
TXN08836,2839,4325,India,Bank Transfer,Desktop,1
TXN08837,8643,729,Germany,ATM Withdrawal,Laptop,0
TXN08838,5016,1288,USA,Bank Transfer,ATM Machine,0
TXN08839,1569,4002,India,Wire Transfer,ATM Machine,0
TXN08840,1751,561,Canada,Online Purchase,Mobile,1
TXN08841,5840,1376,India,Online Purchase,Desktop,0
TXN08842,7533,1466,China,Wire Transfer,Desktop,0
TXN08843,635,2507,Germany,Wire Transfer,ATM Machine,0
TXN08844,1700,3887,Canada,Bank Transfer,Desktop,0
TXN08845,8292,25,USA,Bank Transfer,Laptop,0
TXN08846,6320,1155,Germany,ATM Withdrawal,ATM Machine,0
TXN08847,3016,4466,Canada,ATM Withdrawal,Mobile,0
TXN08848,4312,1460,Germany,Online Purchase,Mobile,0
TXN08849,1098,4707,UK,Online Purchase,ATM Machine,0
TXN08850,6017,1221,India,Bank Transfer,ATM Machine,0
TXN08851,4621,2157,India,Bank Transfer,Mobile,0
TXN08852,9382,3292,UK,Wire Transfer,Laptop,0
TXN08853,7938,720,UK,Bank Transfer,Desktop,0
TXN08854,4500,1106,Germany,ATM Withdrawal,ATM Machine,0
TXN08855,8388,3770,India,Wire Transfer,ATM Machine,0
TXN08856,1607,2480,USA,Bank Transfer,Laptop,0
TXN08857,3757,1921,China,ATM Withdrawal,Mobile,0
TXN08858,2680,3080,Canada,ATM Withdrawal,ATM Machine,0
TXN08859,8441,4732,UK,Online Purchase,Laptop,0
TXN08860,2590,3170,USA,Wire Transfer,ATM Machine,0
TXN08861,7442,3173,USA,Online Purchase,Laptop,0
TXN08862,8340,3331,Germany,Wire Transfer,Laptop,0
TXN08863,2516,4452,UK,Wire Transfer,Mobile,0
TXN08864,4735,2059,USA,Online Purchase,Desktop,0
TXN08865,4310,3322,China,Online Purchase,Mobile,0
TXN08866,9951,1871,USA,Bank Transfer,Laptop,0
TXN08867,8769,3622,China,Wire Transfer,Desktop,0
TXN08868,7012,1146,China,Bank Transfer,Desktop,0
TXN08869,9083,3992,China,Wire Transfer,Mobile,0
TXN08870,6141,3374,UK,ATM Withdrawal,Mobile,0
TXN08871,8841,125,China,Bank Transfer,ATM Machine,0
TXN08872,4547,312,UK,Online Purchase,Desktop,0
TXN08873,2345,775,USA,ATM Withdrawal,Laptop,0
TXN08874,4331,2921,China,Online Purchase,ATM Machine,0
TXN08875,2995,1832,India,ATM Withdrawal,ATM Machine,0
TXN08876,569,694,USA,ATM Withdrawal,ATM Machine,0
TXN08877,723,1377,Canada,Bank Transfer,ATM Machine,0
TXN08878,4603,990,India,Online Purchase,Mobile,1
TXN08879,3998,2847,India,Bank Transfer,Desktop,0
TXN08880,6213,1753,Germany,ATM Withdrawal,ATM Machine,0
TXN08881,266,2960,UK,Wire Transfer,Desktop,0
TXN08882,8778,2454,Germany,Wire Transfer,Laptop,0
TXN08883,47,3044,UK,ATM Withdrawal,Desktop,0
TXN08884,8662,1717,Germany,Online Purchase,Mobile,0
TXN08885,9642,1627,USA,Online Purchase,Desktop,0
TXN08886,1842,3089,India,Online Purchase,Laptop,0
TXN08887,7610,3332,USA,Wire Transfer,Laptop,0
TXN08888,5177,4029,UK,Bank Transfer,ATM Machine,0
TXN08889,442,890,India,Online Purchase,Laptop,0
TXN08890,4161,1379,India,Bank Transfer,ATM Machine,0
TXN08891,6421,4585,UK,Online Purchase,Mobile,0
TXN08892,1761,4276,USA,Online Purchase,Mobile,0
TXN08893,5007,1708,India,Online Purchase,Mobile,0
TXN08894,5730,2365,Canada,Bank Transfer,Desktop,0
TXN08895,7626,232,USA,Bank Transfer,Laptop,0
TXN08896,266,1813,USA,Bank Transfer,Laptop,0
TXN08897,681,1613,USA,ATM Withdrawal,Laptop,0
TXN08898,499,4427,India,Wire Transfer,ATM Machine,0
TXN08899,6899,4657,China,ATM Withdrawal,ATM Machine,0
TXN08900,2106,2997,Germany,Wire Transfer,Mobile,0
TXN08901,1692,248,UK,ATM Withdrawal,Laptop,0
TXN08902,2470,4379,USA,Wire Transfer,Desktop,0
TXN08903,4539,2080,India,Bank Transfer,Desktop,0
TXN08904,5131,3742,UK,Wire Transfer,Mobile,0
TXN08905,1985,4626,China,Online Purchase,ATM Machine,0
TXN08906,3226,4477,Canada,Bank Transfer,ATM Machine,0
TXN08907,9591,63,China,ATM Withdrawal,ATM Machine,0
TXN08908,4525,4224,India,Online Purchase,Mobile,0
TXN08909,5702,1552,USA,Online Purchase,Mobile,0
TXN08910,9786,3006,China,Bank Transfer,Laptop,0
TXN08911,4949,3323,China,Online Purchase,Laptop,0
TXN08912,5573,295,China,Bank Transfer,Laptop,0
TXN08913,2973,4275,Canada,Wire Transfer,Desktop,0
TXN08914,4539,4325,India,Bank Transfer,Desktop,0
TXN08915,6796,883,UK,Bank Transfer,Laptop,0
TXN08916,6210,394,Germany,ATM Withdrawal,Desktop,0
TXN08917,986,2740,India,Online Purchase,Desktop,0
TXN08918,7355,3468,USA,ATM Withdrawal,ATM Machine,0
TXN08919,55,4168,India,ATM Withdrawal,ATM Machine,0
TXN08920,1203,4414,India,ATM Withdrawal,Mobile,0
TXN08921,4522,3971,Canada,ATM Withdrawal,ATM Machine,1
TXN08922,4953,4691,Germany,ATM Withdrawal,Laptop,0
TXN08923,6292,4475,Germany,Online Purchase,ATM Machine,0
TXN08924,256,4232,Germany,Online Purchase,Desktop,0
TXN08925,3229,2778,UK,Online Purchase,Desktop,0
TXN08926,8993,3693,India,ATM Withdrawal,Laptop,0
TXN08927,646,1402,Canada,Online Purchase,Laptop,0
TXN08928,3785,906,USA,ATM Withdrawal,ATM Machine,0
TXN08929,2431,530,Germany,Online Purchase,ATM Machine,0
TXN08930,9290,4619,Germany,Online Purchase,ATM Machine,0
TXN08931,4193,3722,India,Online Purchase,Mobile,0
TXN08932,722,387,USA,Online Purchase,Mobile,0
TXN08933,5855,2622,Canada,Bank Transfer,Laptop,0
TXN08934,5333,573,Germany,Online Purchase,ATM Machine,0
TXN08935,6042,644,India,Online Purchase,Desktop,0
TXN08936,3654,4072,China,Bank Transfer,Mobile,0
TXN08937,7783,1293,Canada,Wire Transfer,Laptop,0
TXN08938,2118,3596,UK,Wire Transfer,Mobile,0
TXN08939,3624,4643,Canada,Bank Transfer,ATM Machine,0
TXN08940,9444,2486,India,Wire Transfer,Desktop,0
TXN08941,6967,555,Germany,Online Purchase,Desktop,0
TXN08942,5289,2159,Canada,ATM Withdrawal,Laptop,0
TXN08943,4342,3394,USA,ATM Withdrawal,Mobile,0
TXN08944,3910,2575,China,Online Purchase,ATM Machine,0
TXN08945,7949,2225,USA,Online Purchase,ATM Machine,0
TXN08946,6973,3610,USA,Wire Transfer,Desktop,0
TXN08947,4578,4720,USA,Bank Transfer,Desktop,0
TXN08948,7848,1989,India,ATM Withdrawal,ATM Machine,0
TXN08949,1855,944,India,Online Purchase,ATM Machine,0
TXN08950,392,4569,Canada,Bank Transfer,Mobile,0
TXN08951,4122,994,UK,Bank Transfer,Laptop,1
TXN08952,7079,3460,China,Online Purchase,Mobile,0
TXN08953,3820,1122,Canada,Bank Transfer,Mobile,0
TXN08954,1519,3447,USA,ATM Withdrawal,ATM Machine,0
TXN08955,7583,4266,Canada,ATM Withdrawal,Mobile,0
TXN08956,1588,56,Germany,Bank Transfer,Mobile,0
TXN08957,889,1757,Canada,Online Purchase,Mobile,1
TXN08958,2172,658,Canada,Bank Transfer,Desktop,0
TXN08959,9774,260,USA,Wire Transfer,Laptop,0
TXN08960,9850,4737,Canada,Online Purchase,Laptop,0
TXN08961,7724,2610,China,Online Purchase,Desktop,0
TXN08962,1369,3910,USA,Online Purchase,ATM Machine,0
TXN08963,4441,404,India,ATM Withdrawal,ATM Machine,0
TXN08964,8158,795,India,Online Purchase,Laptop,0
TXN08965,3970,1562,Canada,Online Purchase,Laptop,0
TXN08966,3821,1184,Canada,ATM Withdrawal,ATM Machine,0
TXN08967,4252,2642,China,ATM Withdrawal,Mobile,0
TXN08968,4227,2665,UK,ATM Withdrawal,Laptop,0
TXN08969,90,4810,USA,Online Purchase,Mobile,0
TXN08970,2742,3608,China,Online Purchase,Laptop,0
TXN08971,7843,1958,Canada,ATM Withdrawal,Desktop,0
TXN08972,2719,2094,Canada,ATM Withdrawal,Laptop,1
TXN08973,2432,1753,Canada,Wire Transfer,Desktop,0
TXN08974,3651,3563,Canada,ATM Withdrawal,Mobile,0
TXN08975,677,1695,Germany,Bank Transfer,ATM Machine,0
TXN08976,2506,856,Canada,Wire Transfer,Mobile,1
TXN08977,3509,1296,Canada,ATM Withdrawal,Mobile,0
TXN08978,9646,4756,Germany,ATM Withdrawal,Mobile,0
TXN08979,9547,3622,UK,ATM Withdrawal,Desktop,0
TXN08980,8090,4207,India,ATM Withdrawal,Laptop,0
TXN08981,6833,1039,Canada,Bank Transfer,ATM Machine,0
TXN08982,1199,4597,Canada,ATM Withdrawal,Mobile,0
TXN08983,6614,4514,China,Online Purchase,Mobile,0
TXN08984,8660,4371,USA,Wire Transfer,Mobile,0
TXN08985,9414,3448,China,ATM Withdrawal,Desktop,0
TXN08986,9113,3433,Canada,Online Purchase,Desktop,0
TXN08987,1035,3749,UK,Bank Transfer,Desktop,0
TXN08988,7795,2242,China,Wire Transfer,Laptop,0
TXN08989,81,3531,UK,ATM Withdrawal,Laptop,0
TXN08990,5556,4895,UK,Wire Transfer,Mobile,0
TXN08991,2695,1964,Canada,ATM Withdrawal,ATM Machine,0
TXN08992,9395,3016,UK,Bank Transfer,Desktop,0
TXN08993,7382,3568,China,Bank Transfer,Laptop,0
TXN08994,1858,3871,Germany,Wire Transfer,Laptop,0
TXN08995,2032,4865,USA,Wire Transfer,ATM Machine,0
TXN08996,6348,1485,UK,Wire Transfer,Desktop,0
TXN08997,3751,4235,Canada,Bank Transfer,Laptop,0
TXN08998,1308,4957,India,Online Purchase,ATM Machine,0
TXN08999,4112,2340,UK,Wire Transfer,ATM Machine,0
TXN09000,914,335,China,ATM Withdrawal,Desktop,0
TXN09001,3036,1859,UK,Bank Transfer,Desktop,0
TXN09002,6719,1208,India,Wire Transfer,Desktop,0
TXN09003,4721,925,Germany,Bank Transfer,Mobile,0
TXN09004,8031,2946,China,Wire Transfer,Laptop,0
TXN09005,5979,4440,China,Bank Transfer,ATM Machine,0
TXN09006,2630,4753,Canada,Bank Transfer,Mobile,0
TXN09007,2656,3586,China,Wire Transfer,Desktop,0
TXN09008,4875,4357,India,ATM Withdrawal,Laptop,0
TXN09009,7355,4028,China,Bank Transfer,Laptop,0
TXN09010,2299,4265,Germany,ATM Withdrawal,Mobile,0
TXN09011,7380,4756,USA,ATM Withdrawal,ATM Machine,0
TXN09012,3882,4296,USA,Bank Transfer,Mobile,0
TXN09013,9687,4678,UK,Bank Transfer,Laptop,0
TXN09014,7700,4662,USA,Bank Transfer,ATM Machine,0
TXN09015,1450,3843,India,ATM Withdrawal,Mobile,0
TXN09016,775,2399,USA,Bank Transfer,Mobile,0
TXN09017,4102,28,India,Bank Transfer,Desktop,0
TXN09018,9351,3951,India,Bank Transfer,Laptop,0
TXN09019,2676,1899,UK,Bank Transfer,Desktop,0
TXN09020,8665,4728,USA,Wire Transfer,Desktop,0
TXN09021,5978,2428,UK,Bank Transfer,ATM Machine,0
TXN09022,7651,1626,China,ATM Withdrawal,ATM Machine,0
TXN09023,2191,2576,Germany,ATM Withdrawal,Laptop,0
TXN09024,9844,2037,USA,Online Purchase,ATM Machine,0
TXN09025,3898,1311,China,Wire Transfer,Laptop,0
TXN09026,850,3356,Canada,Wire Transfer,ATM Machine,0
TXN09027,5909,3721,China,Online Purchase,Desktop,0
TXN09028,4128,4903,UK,ATM Withdrawal,Laptop,0
TXN09029,575,2275,UK,ATM Withdrawal,Desktop,0
TXN09030,6015,2075,Germany,Bank Transfer,ATM Machine,0
TXN09031,9166,89,Germany,Online Purchase,Desktop,0
TXN09032,9197,3805,Germany,ATM Withdrawal,ATM Machine,0
TXN09033,7236,122,Germany,Online Purchase,Mobile,0
TXN09034,9389,4962,UK,Online Purchase,Desktop,0
TXN09035,5900,33,India,Wire Transfer,Laptop,0
TXN09036,4321,4699,UK,ATM Withdrawal,Desktop,0
TXN09037,7746,696,India,ATM Withdrawal,Desktop,0
TXN09038,8858,3842,UK,Bank Transfer,Laptop,0
TXN09039,2992,525,Canada,ATM Withdrawal,Laptop,0
TXN09040,9315,247,UK,Wire Transfer,Mobile,0
TXN09041,6093,3927,Germany,ATM Withdrawal,ATM Machine,0
TXN09042,566,3102,India,Bank Transfer,ATM Machine,0
TXN09043,3029,2097,China,ATM Withdrawal,Laptop,0
TXN09044,2590,1963,Canada,Online Purchase,Desktop,0
TXN09045,8156,2960,China,Wire Transfer,ATM Machine,0
TXN09046,8253,2228,Canada,Bank Transfer,Laptop,0
TXN09047,9563,1394,China,Bank Transfer,Laptop,0
TXN09048,9396,1908,Germany,Online Purchase,Mobile,0
TXN09049,4029,2024,China,Wire Transfer,Desktop,0
TXN09050,3148,4834,UK,ATM Withdrawal,Mobile,0
TXN09051,9850,2479,Germany,Wire Transfer,Mobile,1
TXN09052,681,4460,China,Wire Transfer,Desktop,0
TXN09053,787,982,Germany,Wire Transfer,Laptop,0
TXN09054,4937,3224,UK,Wire Transfer,Desktop,0
TXN09055,3032,227,Germany,Wire Transfer,Mobile,0
TXN09056,1870,1267,China,Wire Transfer,Mobile,0
TXN09057,3149,2058,Germany,Online Purchase,Desktop,0
TXN09058,1084,2252,Canada,Bank Transfer,Mobile,0
TXN09059,9918,2942,USA,Online Purchase,Laptop,0
TXN09060,9485,157,China,ATM Withdrawal,Laptop,0
TXN09061,6773,2074,UK,Bank Transfer,Desktop,0
TXN09062,1996,4064,India,Bank Transfer,Desktop,0
TXN09063,9203,761,Germany,ATM Withdrawal,Laptop,0
TXN09064,6337,774,Canada,Bank Transfer,ATM Machine,0
TXN09065,1056,1553,Germany,ATM Withdrawal,ATM Machine,0
TXN09066,2186,958,China,Wire Transfer,ATM Machine,0
TXN09067,2348,254,Canada,Wire Transfer,Desktop,0
TXN09068,510,1570,China,Bank Transfer,Laptop,0
TXN09069,2243,3219,USA,Bank Transfer,Laptop,1
TXN09070,4618,4214,UK,Wire Transfer,Laptop,0
TXN09071,7244,3237,Canada,Wire Transfer,Laptop,0
TXN09072,7982,4646,Canada,ATM Withdrawal,Desktop,0
TXN09073,6620,4966,Germany,Bank Transfer,Laptop,0
TXN09074,610,808,Germany,Bank Transfer,Laptop,0
TXN09075,4294,4917,India,Online Purchase,Mobile,0
TXN09076,9190,1782,Canada,Wire Transfer,Mobile,0
TXN09077,4493,1222,Germany,Wire Transfer,Mobile,0
TXN09078,5911,3664,Germany,Bank Transfer,Mobile,0
TXN09079,6139,3201,USA,Online Purchase,Desktop,0
TXN09080,1764,880,India,ATM Withdrawal,ATM Machine,0
TXN09081,2474,1,Germany,ATM Withdrawal,Mobile,0
TXN09082,4492,167,Germany,Wire Transfer,Mobile,0
TXN09083,9696,2064,UK,Online Purchase,Mobile,0
TXN09084,9054,2705,Canada,Online Purchase,Desktop,0
TXN09085,7410,112,Germany,ATM Withdrawal,ATM Machine,0
TXN09086,6816,3440,USA,Wire Transfer,Laptop,0
TXN09087,8653,1126,Germany,Bank Transfer,Mobile,0
TXN09088,7406,2642,Canada,Online Purchase,ATM Machine,0
TXN09089,7348,1430,Germany,Bank Transfer,Laptop,0
TXN09090,9960,2044,China,Wire Transfer,Mobile,0
TXN09091,5251,4603,Germany,ATM Withdrawal,Desktop,0
TXN09092,7404,1635,India,Online Purchase,Desktop,0
TXN09093,6447,671,Canada,Bank Transfer,Desktop,0
TXN09094,4705,3112,Canada,Online Purchase,Laptop,0
TXN09095,2598,1691,China,Online Purchase,Desktop,0
TXN09096,1792,3958,India,Online Purchase,ATM Machine,0
TXN09097,5957,965,India,Wire Transfer,Laptop,0
TXN09098,6604,281,Canada,Bank Transfer,Desktop,0
TXN09099,3530,4447,USA,Online Purchase,ATM Machine,0
TXN09100,9981,1967,Germany,Bank Transfer,ATM Machine,0
TXN09101,3228,2809,India,Wire Transfer,Mobile,0
TXN09102,3767,1965,Germany,Online Purchase,Mobile,0
TXN09103,4026,4824,Germany,Online Purchase,ATM Machine,0
